"LP.","Data","Typ instrumentu","Nazwa","ISIN","Kurs otwarcia","Kurs maksymalny","Kurs minimalny","Kurs zamkniecia","Zmiana","Wolumen obrotu","Liczba transakcji","Wartosc obrotu w tys. zl","Liczba otwartych pozycji","Wartosc otwartych pozycji w mln zl","Cena nominalna obligacji","Waluta"
1008,"2011-11-23",10,"ASSECOBS","PLABS0000018",10,10,"9,85","9,85",0,19164,7,"191,57",0,0,0,
1009,"2011-11-24",10,"ASSECOBS","PLABS0000018","9,89","9,89","9,85","9,85",0,11003,4,"108,38",0,0,0,
1010,"2011-11-25",10,"ASSECOBS","PLABS0000018",0,0,0,"9,85",0,0,0,0,0,0,0,
1011,"2011-11-28",10,"ASSECOBS","PLABS0000018","9,85",10,"9,85",10,"1,52",160,3,"1,59",0,0,0,
1012,"2011-11-29",10,"ASSECOBS","PLABS0000018","9,85","9,95","9,85","9,95","-0,5",200,3,"1,98",0,0,0,
1013,"2011-11-30",10,"ASSECOBS","PLABS0000018","9,8","10,02","9,8","10,02","0,7",180,3,"1,77",0,0,0,
1014,"2011-12-01",10,"ASSECOBS","PLABS0000018","10,05","10,05","9,7","9,9","-1,2",1396,7,"13,71",0,0,0,
1015,"2011-12-02",10,"ASSECOBS","PLABS0000018","9,89",10,"9,65",10,"1,01",1895,8,"18,58",0,0,0,
1016,"2011-12-05",10,"ASSECOBS","PLABS0000018","9,97","9,97","9,8","9,8",-2,13812,2,"135,36",0,0,0,
1017,"2011-12-06",10,"ASSECOBS","PLABS0000018","9,6","9,75","9,6","9,75","-0,51",97,3,"0,94",0,0,0,
1018,"2011-12-07",10,"ASSECOBS","PLABS0000018","9,69","9,69","9,63","9,63","-1,23",280,3,"2,7",0,0,0,
1019,"2011-12-08",10,"ASSECOBS","PLABS0000018","9,66","9,66","9,6","9,6","-0,31",1800,6,"17,28",0,0,0,
1020,"2011-12-09",10,"ASSECOBS","PLABS0000018","9,8","9,83","9,61","9,61","0,1",601,6,"5,84",0,0,0,
1021,"2011-12-12",10,"ASSECOBS","PLABS0000018",0,0,0,"9,61",0,0,0,0,0,0,0,
1022,"2011-12-13",10,"ASSECOBS","PLABS0000018","9,61","9,63","9,6","9,6","-0,1",243624,14,"2338,79",0,0,0,
1023,"2011-12-14",10,"ASSECOBS","PLABS0000018","9,61","9,61","9,5","9,5","-1,04",3406,3,"32,7",0,0,0,
1024,"2011-12-15",10,"ASSECOBS","PLABS0000018","9,41","9,41","9,26","9,26","-2,53",800,4,"7,5",0,0,0,
1025,"2011-12-16",10,"ASSECOBS","PLABS0000018","9,31","9,31",9,"9,19","-0,76",1311,5,"11,94",0,0,0,
1026,"2011-12-19",10,"ASSECOBS","PLABS0000018","9,19","9,19","8,87","8,87","-3,48",582,8,"5,29",0,0,0,
1027,"2011-12-20",10,"ASSECOBS","PLABS0000018","8,66","8,66","8,46","8,6","-3,04",140996,9,"1212,35",0,0,0,
1028,"2011-12-21",10,"ASSECOBS","PLABS0000018","8,6","8,6","8,45","8,45","-1,74",905,5,"7,75",0,0,0,
1029,"2011-12-22",10,"ASSECOBS","PLABS0000018","8,49","8,69","8,49","8,51","0,71",3493,13,"29,75",0,0,0,
1030,"2011-12-23",10,"ASSECOBS","PLABS0000018","8,48","9,2","8,48","9,2","8,11",4117,9,"35,27",0,0,0,
1031,"2011-12-27",10,"ASSECOBS","PLABS0000018","9,26","9,26","8,44","9,25","0,54",1459,12,"12,94",0,0,0,
1032,"2011-12-28",10,"ASSECOBS","PLABS0000018","9,19","9,2","9,19","9,2","-0,54",8515,6,"78,34",0,0,0,
1033,"2011-12-29",10,"ASSECOBS","PLABS0000018","9,2","9,27","9,2","9,27","0,76",1974,7,"18,19",0,0,0,
1034,"2011-12-30",10,"ASSECOBS","PLABS0000018","9,25","9,29","9,25","9,29","0,22",101,2,"0,93",0,0,0,
1035,"2012-01-02",10,"ASSECOBS","PLABS0000018","9,3","9,3","9,3","9,3","0,11",100,2,"0,93",0,0,0,
1036,"2012-01-03",10,"ASSECOBS","PLABS0000018","9,5",10,"9,5",10,"7,53",1087,5,"10,37",0,0,0,
1037,"2012-01-04",10,"ASSECOBS","PLABS0000018","9,75","9,76","9,55","9,55","-4,5",1009,4,"9,84",0,0,0,
1038,"2012-01-05",10,"ASSECOBS","PLABS0000018","9,32",10,"9,32","9,45","-1,05",3461,10,"32,78",0,0,0,
1039,"2012-01-09",10,"ASSECOBS","PLABS0000018","9,45","9,52","9,3","9,52","0,74",1171,5,"11,05",0,0,0,
1040,"2012-01-10",10,"ASSECOBS","PLABS0000018","9,3","9,95","8,8","9,59","0,74",2750,16,"25,21",0,0,0,
1041,"2012-01-11",10,"ASSECOBS","PLABS0000018","9,61","9,84","9,03","9,05","-5,63",4012,31,"37,09",0,0,0,
1042,"2012-01-12",10,"ASSECOBS","PLABS0000018","9,26","9,26","9,26","9,26","2,32",11,1,"0,1",0,0,0,
1043,"2012-01-13",10,"ASSECOBS","PLABS0000018","9,45","9,45","9,15","9,28","0,22",1795,9,"16,57",0,0,0,
1044,"2012-01-16",10,"ASSECOBS","PLABS0000018","9,42","9,42","9,18","9,35","0,75",858,4,"7,89",0,0,0,
1045,"2012-01-17",10,"ASSECOBS","PLABS0000018","9,29","9,29","9,2","9,2","-1,6",1731,11,"16,05",0,0,0,
1046,"2012-01-18",10,"ASSECOBS","PLABS0000018","9,2","9,2","9,07","9,07","-1,41",1399,6,"12,81",0,0,0,
1047,"2012-01-19",10,"ASSECOBS","PLABS0000018","9,18","9,18","9,18","9,18","1,21",213,3,"1,96",0,0,0,
1048,"2012-01-20",10,"ASSECOBS","PLABS0000018","9,18","9,18","9,08","9,08","-1,09",320,2,"2,92",0,0,0,
1049,"2012-01-23",10,"ASSECOBS","PLABS0000018","9,18","9,4","9,18","9,39","3,41",801,9,"7,36",0,0,0,
1050,"2012-01-24",10,"ASSECOBS","PLABS0000018","9,16","9,45","9,07","9,44","0,53",1008,13,"9,27",0,0,0,
1051,"2012-01-25",10,"ASSECOBS","PLABS0000018","9,45","9,7","9,3","9,52","0,85",468,12,"4,43",0,0,0,
1052,"2012-01-26",10,"ASSECOBS","PLABS0000018","9,51","9,89","9,51","9,89","3,89",7949,18,"77,96",0,0,0,
1053,"2012-01-27",10,"ASSECOBS","PLABS0000018","9,89","9,89","9,89","9,89",0,2,1,"0,02",0,0,0,
1054,"2012-01-30",10,"ASSECOBS","PLABS0000018","9,66",10,"9,66",10,"1,11",2427,12,"24,11",0,0,0,
1055,"2012-01-31",10,"ASSECOBS","PLABS0000018","10,03","10,21","10,03","10,21","2,1",250776,8,"2515,3",0,0,0,
1056,"2012-02-01",10,"ASSECOBS","PLABS0000018","10,25","10,35","10,03","10,19","-0,2",974,15,"9,92",0,0,0,
1057,"2012-02-02",10,"ASSECOBS","PLABS0000018","10,19","10,19","10,15","10,18","-0,1",241,3,"2,45",0,0,0,
1058,"2012-02-03",10,"ASSECOBS","PLABS0000018","10,2","10,2","10,2","10,2","0,2",100,1,"1,02",0,0,0,
1059,"2012-02-06",10,"ASSECOBS","PLABS0000018","10,44","10,5","9,8","10,5","2,94",6312,22,"64,78",0,0,0,
1060,"2012-02-07",10,"ASSECOBS","PLABS0000018","10,5","10,8","10,25","10,65","1,43",34261,13,"364,53",0,0,0,
1061,"2012-02-08",10,"ASSECOBS","PLABS0000018","10,4","10,4","10,4","10,4","-2,35",5,1,"0,05",0,0,0,
1062,"2012-02-09",10,"ASSECOBS","PLABS0000018","10,29","10,29","10,29","10,29","-1,06",121,2,"1,25",0,0,0,
1063,"2012-02-10",10,"ASSECOBS","PLABS0000018","10,29","10,71","10,29","10,7","3,98",2545,14,"26,47",0,0,0,
1064,"2012-02-13",10,"ASSECOBS","PLABS0000018","10,68","10,72","10,55","10,69","-0,09",2776,10,"29,68",0,0,0,
1065,"2012-02-14",10,"ASSECOBS","PLABS0000018","10,69","10,69","10,6","10,6","-0,84",1500,3,"15,95",0,0,0,
1066,"2012-02-15",10,"ASSECOBS","PLABS0000018","10,6","10,8","10,6","10,7","0,94",1067,9,"11,41",0,0,0,
1067,"2012-02-16",10,"ASSECOBS","PLABS0000018","10,75","10,76","10,74","10,75","0,47",4984,6,"53,58",0,0,0,
1068,"2012-02-17",10,"ASSECOBS","PLABS0000018","10,75","10,75","10,69","10,72","-0,28",814,6,"8,72",0,0,0,
1069,"2012-02-20",10,"ASSECOBS","PLABS0000018","10,65","10,65","10,5","10,65","-0,65",925,10,"9,82",0,0,0,
1070,"2012-02-21",10,"ASSECOBS","PLABS0000018","10,72","10,72","10,69","10,69","0,38",935,4,"10,02",0,0,0,
1071,"2012-02-22",10,"ASSECOBS","PLABS0000018","10,75","10,8","10,7","10,7","0,09",5032,7,"54,1",0,0,0,
1072,"2012-02-23",10,"ASSECOBS","PLABS0000018","10,72","10,72","10,72","10,72","0,19",1500,2,"16,08",0,0,0,
1073,"2012-02-24",10,"ASSECOBS","PLABS0000018","10,7","10,7","10,6","10,6","-1,12",230,4,"2,44",0,0,0,
1074,"2012-02-27",10,"ASSECOBS","PLABS0000018","10,5","10,61","10,5","10,6",0,5395,5,"57,16",0,0,0,
1075,"2012-02-28",10,"ASSECOBS","PLABS0000018","10,51","10,51","10,49","10,5","-0,94",3780,6,"39,69",0,0,0,
1076,"2012-02-29",10,"ASSECOBS","PLABS0000018","10,26","10,5","10,26","10,5",0,5538,8,"57,87",0,0,0,
1077,"2012-03-01",10,"ASSECOBS","PLABS0000018","10,8","10,8","10,35","10,4","-0,95",755,5,"7,95",0,0,0,
1078,"2012-03-02",10,"ASSECOBS","PLABS0000018","10,61","10,61",10,10,"-3,85",1195,8,"12,22",0,0,0,
1079,"2012-03-05",10,"ASSECOBS","PLABS0000018",10,"10,24","9,75","9,77","-2,3",217,6,"2,17",0,0,0,
1080,"2012-03-06",10,"ASSECOBS","PLABS0000018",10,"10,42",10,"10,41","6,55",122,3,"1,23",0,0,0,
1081,"2012-03-07",10,"ASSECOBS","PLABS0000018","10,4","10,66","10,25","10,42","0,1",1549,11,"16,21",0,0,0,
1082,"2012-03-08",10,"ASSECOBS","PLABS0000018","10,16","10,41","10,16","10,41","-0,1",137005,8,"1400,71",0,0,0,
1083,"2012-03-09",10,"ASSECOBS","PLABS0000018","10,42","10,42","10,21","10,22","-1,83",12034,8,"122,94",0,0,0,
1084,"2012-03-12",10,"ASSECOBS","PLABS0000018","10,3","10,3","10,25","10,25","0,29",1533,3,"15,73",0,0,0,
1085,"2012-03-13",10,"ASSECOBS","PLABS0000018","10,26","10,52","10,26","10,26","0,1",1960,11,"20,33",0,0,0,
1086,"2012-03-14",10,"ASSECOBS","PLABS0000018","10,54","10,75","10,31","10,68","4,09",4446,17,"46,98",0,0,0,
1087,"2012-03-15",10,"ASSECOBS","PLABS0000018","10,74","10,8","10,67","10,78","0,94",1396,13,"14,98",0,0,0,
1088,"2012-03-16",10,"ASSECOBS","PLABS0000018","10,79","10,79","10,76","10,76","-0,19",710,8,"7,65",0,0,0,
1089,"2012-03-19",10,"ASSECOBS","PLABS0000018","10,76","10,76","10,5","10,5","-2,42",6237,9,"65,54",0,0,0,
1090,"2012-03-20",10,"ASSECOBS","PLABS0000018","10,51","10,75","10,5","10,75","2,38",9000,11,"94,53",0,0,0,
1091,"2012-03-21",10,"ASSECOBS","PLABS0000018",0,0,0,"10,75",0,0,0,0,0,0,0,
1092,"2012-03-22",10,"ASSECOBS","PLABS0000018","10,71","10,71","10,38","10,38","-3,44",3040,9,"31,84",0,0,0,
1093,"2012-03-23",10,"ASSECOBS","PLABS0000018","10,33","10,75","10,33","10,72","3,28",1607,12,"16,97",0,0,0,
1094,"2012-03-26",10,"ASSECOBS","PLABS0000018","10,7","10,75","10,7","10,75","0,28",2961,8,"31,77",0,0,0,
1095,"2012-03-27",10,"ASSECOBS","PLABS0000018","10,7","10,7","10,7","10,7","-0,47",240,3,"2,57",0,0,0,
1096,"2012-03-28",10,"ASSECOBS","PLABS0000018","10,55","10,63","10,55","10,6","-0,93",1583,7,"16,74",0,0,0,
1097,"2012-03-29",10,"ASSECOBS","PLABS0000018","10,61","10,61","10,55","10,55","-0,47",2297,5,"24,25",0,0,0,
1098,"2012-03-30",10,"ASSECOBS","PLABS0000018","10,7","10,75","10,57","10,73","1,71",1072,8,"11,44",0,0,0,
1099,"2012-04-02",10,"ASSECOBS","PLABS0000018","10,61","10,71","10,55","10,55","-1,68",1061,12,"11,24",0,0,0,"PLN"
1100,"2012-04-03",10,"ASSECOBS","PLABS0000018","10,72","10,75","10,72","10,75","1,9",350,3,"3,76",0,0,0,"PLN"
1101,"2012-04-04",10,"ASSECOBS","PLABS0000018","10,55","10,6","10,55","10,6","-1,4",128,2,"1,35",0,0,0,"PLN"
1102,"2012-04-05",10,"ASSECOBS","PLABS0000018","10,61","10,62","10,55","10,62","0,19",1502,9,"15,89",0,0,0,
1103,"2012-04-10",10,"ASSECOBS","PLABS0000018","10,65","10,65","10,55","10,55","-0,66",1876,9,"19,82",0,0,0,
1104,"2012-04-11",10,"ASSECOBS","PLABS0000018","10,58","10,7","10,45","10,7","1,42",5522,14,"58,32",0,0,0,
1105,"2012-04-12",10,"ASSECOBS","PLABS0000018","10,7","10,7","10,7","10,7",0,209,3,"2,24",0,0,0,
1106,"2012-04-13",10,"ASSECOBS","PLABS0000018","10,67","10,68","10,55","10,55","-1,4",2224,9,"23,51",0,0,0,
1107,"2012-04-16",10,"ASSECOBS","PLABS0000018","10,7","10,7","10,58","10,66","1,04",1019,11,"10,87",0,0,0,
1108,"2012-04-17",10,"ASSECOBS","PLABS0000018","10,66","10,78","10,62","10,67","0,09",29522,7,"313,58",0,0,0,
1109,"2012-04-18",10,"ASSECOBS","PLABS0000018","10,65","10,75","10,65","10,75","0,75",1020,2,"10,86",0,0,0,
1110,"2012-04-19",10,"ASSECOBS","PLABS0000018","10,8","10,8","10,71","10,71","-0,37",4545,30,"48,78",0,0,0,
1111,"2012-04-20",10,"ASSECOBS","PLABS0000018","10,6","10,6","10,5","10,5","-1,96",2946,19,"31,15",0,0,0,
1112,"2012-04-23",10,"ASSECOBS","PLABS0000018","10,56","10,56","10,3","10,55","0,48",40982,9,"431,54",0,0,0,
1113,"2012-04-24",10,"ASSECOBS","PLABS0000018","10,4","10,4","10,4","10,4","-1,42",167,1,"1,74",0,0,0,
1114,"2012-04-25",10,"ASSECOBS","PLABS0000018","10,32","10,32","10,28","10,3","-0,96",10323,15,"106,33",0,0,0,
1115,"2012-04-26",10,"ASSECOBS","PLABS0000018","10,5","10,54","10,5","10,54","2,33",1953,8,"20,52",0,0,0,
1116,"2012-04-27",10,"ASSECOBS","PLABS0000018","10,55","10,55","10,52","10,55","0,09",3416,5,"36,04",0,0,0,
1117,"2012-04-30",10,"ASSECOBS","PLABS0000018","10,51","10,55","10,51","10,55",0,3733,12,"39,37",0,0,0,
1118,"2012-05-02",10,"ASSECOBS","PLABS0000018","10,55","10,55","10,55","10,55",0,1170,6,"12,34",0,0,0,
1119,"2012-05-04",10,"ASSECOBS","PLABS0000018","10,54","10,55","10,54","10,55",0,2023,15,"21,34",0,0,0,
1120,"2012-05-07",10,"ASSECOBS","PLABS0000018","10,56","10,75","10,56","10,65","0,95",4614,18,"49,07",0,0,0,
1121,"2012-05-08",10,"ASSECOBS","PLABS0000018","10,75","10,75","10,59","10,6","-0,47",7630,31,"81,37",0,0,0,
1122,"2012-05-09",10,"ASSECOBS","PLABS0000018","10,62","10,75","10,56","10,56","-0,38",7799,44,"82,77",0,0,0,
1123,"2012-05-10",10,"ASSECOBS","PLABS0000018","9,94","9,94","9,4","9,4","-2,08",17542,54,"170,3",0,0,0,
1124,"2012-05-11",10,"ASSECOBS","PLABS0000018","9,5","9,79","9,4","9,75","3,72",4295,25,"41,59",0,0,0,
1125,"2012-05-14",10,"ASSECOBS","PLABS0000018","9,91","9,91","9,66","9,8","0,51",21984,15,"214,45",0,0,0,"PLN"
1126,"2012-05-15",10,"ASSECOBS","PLABS0000018","8,84","9,7","8,84","9,61","-1,94",7356,29,"68,4",0,0,0,"PLN"
1127,"2012-05-16",10,"ASSECOBS","PLABS0000018","9,6","9,6","9,42","9,43","-1,87",11263,12,"107,91",0,0,0,"PLN"
1128,"2012-05-17",10,"ASSECOBS","PLABS0000018","9,4","9,41","9,4","9,4","-0,32",4245,11,"39,9",0,0,0,"PLN"
1129,"2012-05-18",10,"ASSECOBS","PLABS0000018","9,4","9,5","9,09","9,1","-3,19",30194,16,"280,93",0,0,0,"PLN"
1130,"2012-05-21",10,"ASSECOBS","PLABS0000018","9,31","9,31","9,1","9,14","0,44",453,5,"4,14",0,0,0,"PLN"
1131,"2012-05-22",10,"ASSECOBS","PLABS0000018","9,5","9,5","9,5","9,5","3,94",388,2,"3,69",0,0,0,"PLN"
1132,"2012-05-23",10,"ASSECOBS","PLABS0000018","9,28","9,28","8,9","9,25","-2,63",2836,13,"25,95",0,0,0,"PLN"
1133,"2012-05-24",10,"ASSECOBS","PLABS0000018","9,2","9,2","9,2","9,2","-0,54",850,2,"7,82",0,0,0,"PLN"
1134,"2012-05-25",10,"ASSECOBS","PLABS0000018","9,14","9,2","9,1","9,16","-0,43",3942,11,"35,97",0,0,0,"PLN"
1135,"2012-05-28",10,"ASSECOBS","PLABS0000018","9,34","9,34","9,11","9,3","1,53",560,3,"5,18",0,0,0,"PLN"
1136,"2012-05-29",10,"ASSECOBS","PLABS0000018","9,46","9,46","9,39","9,39","0,97",20,2,"0,19",0,0,0,"PLN"
1137,"2012-05-30",10,"ASSECOBS","PLABS0000018","9,39","9,39","9,39","9,39",0,5,1,"0,05",0,0,0,"PLN"
1138,"2012-05-31",10,"ASSECOBS","PLABS0000018","9,39","9,39","9,39","9,39",0,50,1,"0,47",0,0,0,"PLN"
1139,"2012-06-01",10,"ASSECOBS","PLABS0000018","9,4","9,4","9,17","9,17","-2,34",825,5,"7,6",0,0,0,"PLN"
1140,"2012-06-04",10,"ASSECOBS","PLABS0000018","9,16","9,17","9,16","9,17",0,350,2,"3,21",0,0,0,"PLN"
1141,"2012-06-05",10,"ASSECOBS","PLABS0000018","9,01","9,01",9,"9,01","-1,74",300,4,"2,7",0,0,0,"PLN"
1142,"2012-06-06",10,"ASSECOBS","PLABS0000018","8,79","9,22","8,57","9,22","2,33",1951,13,"17,86",0,0,0,"PLN"
1143,"2012-06-08",10,"ASSECOBS","PLABS0000018","9,2","9,2","8,73","9,2","-0,22",2770,7,"25,03",0,0,0,"PLN"
1144,"2012-06-11",10,"ASSECOBS","PLABS0000018","8,7","9,5","8,7","9,2",0,1765,13,"16,04",0,0,0,"PLN"
1145,"2012-06-12",10,"ASSECOBS","PLABS0000018","8,97","8,97","8,75","8,95","-2,72",858,4,"7,69",0,0,0,"PLN"
1146,"2012-06-13",10,"ASSECOBS","PLABS0000018","8,8","9,4","8,8","9,38","4,8",1811,8,"16,46",0,0,0,"PLN"
1147,"2012-06-14",10,"ASSECOBS","PLABS0000018","9,15","9,15","8,92","9,15","-2,45",926,3,"8,47",0,0,0,"PLN"
1148,"2012-06-15",10,"ASSECOBS","PLABS0000018","9,01","9,37","9,01","9,34","2,08",2433,19,"22,37",0,0,0,"PLN"
1149,"2012-06-18",10,"ASSECOBS","PLABS0000018","9,4","9,4","9,15","9,15","-2,03",2191,5,"20,06",0,0,0,"PLN"
1150,"2012-06-19",10,"ASSECOBS","PLABS0000018","9,36","9,36","8,92","9,35","2,19",672,10,"6,03",0,0,0,"PLN"
1151,"2012-06-20",10,"ASSECOBS","PLABS0000018","9,12","9,35","8,95","9,35",0,1770,13,"16,01",0,0,0,"PLN"
1152,"2012-06-21",10,"ASSECOBS","PLABS0000018","8,92","9,13","8,92","9,13","-2,35",22,2,"0,2",0,0,0,"PLN"
1153,"2012-06-22",10,"ASSECOBS","PLABS0000018","9,35","9,35","8,62","9,34","2,3",2871,13,"25,7",0,0,0,"PLN"
1154,"2012-06-25",10,"ASSECOBS","PLABS0000018","8,86","9,13","8,86","9,13","-2,25",1442,8,"12,86",0,0,0,"PLN"
1155,"2012-06-26",10,"ASSECOBS","PLABS0000018","9,34","9,34","8,92","9,13",0,22,3,"0,2",0,0,0,"PLN"
1156,"2012-06-27",10,"ASSECOBS","PLABS0000018","9,01","9,33","9,01","9,2","0,77",760,24,"6,96",0,0,0,"PLN"
1157,"2012-06-28",10,"ASSECOBS","PLABS0000018","9,3","9,3","9,29","9,29","0,98",47,2,"0,44",0,0,0,"PLN"
1158,"2012-06-29",10,"ASSECOBS","PLABS0000018","9,2","9,2","9,2","9,2","-0,97",75,1,"0,69",0,0,0,"PLN"
1159,"2012-07-02",10,"ASSECOBS","PLABS0000018","9,01","9,2","8,95","8,97","-2,5",2591,9,"23,29",0,0,0,"PLN"
1160,"2012-07-03",10,"ASSECOBS","PLABS0000018",9,9,"8,56","8,7","-3,01",2363,21,"20,55",0,0,0,"PLN"
1161,"2012-07-04",10,"ASSECOBS","PLABS0000018","9,05","9,05","8,68","8,99","3,33",3110,15,"27,27",0,0,0,"PLN"
1162,"2012-07-05",10,"ASSECOBS","PLABS0000018","8,65","9,05","8,65","9,05","0,67",857,7,"7,48",0,0,0,"PLN"
1163,"2012-07-06",10,"ASSECOBS","PLABS0000018","8,9","9,1","8,83","9,04","-0,11",1342,7,"11,89",0,0,0,"PLN"
1164,"2012-07-09",10,"ASSECOBS","PLABS0000018","9,1","9,1","8,6","8,6","-4,87",660,8,"5,71",0,0,0,"PLN"
1165,"2012-07-10",10,"ASSECOBS","PLABS0000018","8,9","8,9","8,35","8,35","-2,91",5527,13,"46,19",0,0,0,"PLN"
1166,"2012-07-11",10,"ASSECOBS","PLABS0000018","8,54","8,9","8,53","8,9","6,59",1903,13,"16,39",0,0,0,"PLN"
1167,"2012-07-12",10,"ASSECOBS","PLABS0000018","8,9","8,9","8,35","8,74","-1,8",128,5,"1,1",0,0,0,"PLN"
1168,"2012-07-13",10,"ASSECOBS","PLABS0000018","8,7","8,7","8,5","8,7","-0,46",26,4,"0,23",0,0,0,"PLN"
1169,"2012-07-16",10,"ASSECOBS","PLABS0000018","8,85","8,85",8,"8,59","-1,26",2625,15,22,0,0,0,"PLN"
1170,"2012-07-17",10,"ASSECOBS","PLABS0000018","8,8","8,85","8,2","8,85","3,03",1783,10,"15,14",0,0,0,"PLN"
1171,"2012-07-18",10,"ASSECOBS","PLABS0000018","8,32","8,77","8,32","8,77","-0,9",1088,10,"9,29",0,0,0,"PLN"
1172,"2012-07-19",10,"ASSECOBS","PLABS0000018","8,5","8,88","8,5","8,74","-0,34",1319,7,"11,46",0,0,0,"PLN"
1173,"2012-07-20",10,"ASSECOBS","PLABS0000018","8,79","8,79",8,"8,7","-0,46",2926,11,"24,51",0,0,0,"PLN"
1174,"2012-07-24",10,"ASSECOBS","PLABS0000018","8,5","8,5","8,29","8,5",0,240,6,"2,03",0,0,0,"PLN"
1175,"2012-07-25",10,"ASSECOBS","PLABS0000018","8,29","8,41","8,21","8,41","-1,06",1906,10,"15,74",0,0,0,"PLN"
1176,"2012-07-26",10,"ASSECOBS","PLABS0000018","8,4","8,4","8,4","8,4","-0,12",249,3,"2,09",0,0,0,"PLN"
1177,"2012-07-27",10,"ASSECOBS","PLABS0000018","8,3","8,3","8,21","8,21","-2,26",10,2,"0,08",0,0,0,"PLN"
1178,"2012-07-30",10,"ASSECOBS","PLABS0000018",0,0,0,"8,21",0,0,0,0,0,0,0,"PLN"
1179,"2012-07-31",10,"ASSECOBS","PLABS0000018","8,21","8,22","8,21","8,21",0,1857,4,"15,25",0,0,0,"PLN"
1180,"2012-08-01",10,"ASSECOBS","PLABS0000018","8,22","8,5","8,22","8,3","1,1",516,5,"4,35",0,0,0,"PLN"
1181,"2012-08-02",10,"ASSECOBS","PLABS0000018","8,61","8,61","8,23","8,23","-0,84",103,2,"0,85",0,0,0,"PLN"
1182,"2012-08-03",10,"ASSECOBS","PLABS0000018","8,25","8,25","8,16","8,25","0,24",50,3,"0,41",0,0,0,"PLN"
1183,"2012-08-06",10,"ASSECOBS","PLABS0000018","8,25","8,7","8,25","8,7","5,45",1635,6,"14,06",0,0,0,"PLN"
1184,"2012-08-07",10,"ASSECOBS","PLABS0000018","8,65","8,65","8,65","8,65","-0,57",198,3,"1,71",0,0,0,"PLN"
1185,"2012-08-08",10,"ASSECOBS","PLABS0000018","8,79","8,79","8,25","8,25","-4,62",1012,5,"8,71",0,0,0,"PLN"
1186,"2012-08-09",10,"ASSECOBS","PLABS0000018","8,77","8,77","8,5","8,5","3,03",216,4,"1,87",0,0,0,"PLN"
1187,"2012-08-10",10,"ASSECOBS","PLABS0000018","8,3","8,79","8,25","8,79","3,41",4742,14,40,0,0,0,"PLN"
1188,"2012-08-13",10,"ASSECOBS","PLABS0000018","8,79","8,79","8,79","8,79",0,270,2,"2,37",0,0,0,"PLN"
1189,"2012-08-14",10,"ASSECOBS","PLABS0000018","8,7","8,79","8,7","8,7","-1,02",410,5,"3,57",0,0,0,"PLN"
1190,"2012-08-16",10,"ASSECOBS","PLABS0000018","8,5","8,8","8,24","8,6","-1,15",113941,19,"955,37",0,0,0,"PLN"
1191,"2012-08-17",10,"ASSECOBS","PLABS0000018","8,9","8,9","8,9","8,9","3,49",10,1,"0,09",0,0,0,"PLN"
1192,"2012-08-20",10,"ASSECOBS","PLABS0000018","8,52","8,79","8,43","8,43","-5,28",948,8,"8,02",0,0,0,"PLN"
1193,"2012-08-21",10,"ASSECOBS","PLABS0000018","8,75","8,75","8,75","8,75","3,8",10,1,"0,09",0,0,0,"PLN"
1194,"2012-08-22",10,"ASSECOBS","PLABS0000018","8,78","8,78","8,53","8,76","0,11",209,7,"1,81",0,0,0,"PLN"
1195,"2012-08-23",10,"ASSECOBS","PLABS0000018","8,78","8,78","8,78","8,78","0,23",10,1,"0,09",0,0,0,"PLN"
